ID,IS_HCP,TAXONOMY
119203,0.0,2084P0800X
119204,1.0,2084N0400X
119205,0.0,2084N0400X
119206,0.0,2084P0800X
119207,1.0,2084P0800X
119208,1.0,2084P0800X
119209,1.0,2084P0800X
119210,0.0,2084N0400X
119211,0.0,2084P0800X
119212,0.0,2084P0800X
119213,0.0,2084P0800X
119214,0.0,2084P0800X
119215,1.0,2084P0800X
119216,0.0,2084N0400X
119217,1.0,2084P0800X
119218,1.0,2084P0800X
119219,0.0,2084P0800X
119220,0.0,207Q00000X
119221,0.0,2084P0800X
119222,1.0,2084P0800X
119223,0.0,2084P0800X
119224,0.0,2084N0400X
119225,1.0,207Q00000X
119226,0.0,2084P0800X
119227,0.0,2084P0800X
119228,0.0,2084P0800X
119229,1.0,2084P0800X
119230,0.0,2084P0800X
119231,1.0,2084P0800X
119232,0.0,2084N0400X
119233,0.0,2084N0400X
119234,0.0,2084P0800X
119235,0.0,207R00000X
119236,1.0,2084N0400X
119237,0.0,2084N0400X
119238,0.0,2084P0800X
119239,1.0,2084N0600X
119240,0.0,2084P0800X
119241,0.0,2084N0400X
119242,0.0,207R00000X
119243,0.0,2084N0400X
119244,1.0,2084P0800X
119245,0.0,2084P0800X
119246,0.0,2084P0800X
119247,0.0,2084P0800X
119248,0.0,2084N0400X
119249,0.0,2084P0800X
119250,0.0,207T00000X
119251,1.0,207R00000X
119252,0.0,2084N0400X
119253,0.0,207Q00000X
119254,0.0,207R00000X
119255,0.0,2084P0800X
119256,0.0,2084P0800X
119257,1.0,2084P0800X
119258,0.0,2084P0800X
119259,0.0,207Q00000X
119260,1.0,2084P0800X
119261,1.0,2085R0001X
119262,0.0,2084P0800X
119263,0.0,2084P0800X
119264,0.0,2084P0800X
119265,1.0,2084P0800X
119266,1.0,208000000X
119267,0.0,2084P0800X
119268,0.0,2084P0800X
119269,1.0,207N00000X
119270,0.0,2084N0400X
119271,0.0,207RC0200X
119272,1.0,2084P0800X
119273,0.0,2084N0400X
119274,0.0,2084P0800X
119275,0.0,2084N0400X
119276,0.0,207R00000X
119277,0.0,2084P0800X
119278,0.0,2084N0400X
119279,0.0,2084P0804X
119280,0.0,207R00000X
119281,0.0,207RH0000X
119282,1.0,2084P0800X
119283,0.0,2084P0800X
119284,1.0,2084P0800X
119285,1.0,2084N0400X
119286,0.0,2084N0400X
119287,0.0,2084P0800X
119288,0.0,2084N0400X
119289,0.0,2084P0800X
119290,0.0,2084P0800X
119291,0.0,207RP1001X
119292,0.0,207Q00000X
119293,0.0,2084P0800X
119294,1.0,2084N0400X
119295,0.0,2084P0800X
119296,0.0,2084P0800X
119297,0.0,2084P0800X
119298,0.0,207R00000X
119299,0.0,2084P0800X
119300,0.0,2084P0800X
119301,0.0,2084P0800X
119302,1.0,2084P0800X
119303,0.0,2084P0800X
119304,0.0,2084P0800X
119305,0.0,2084N0400X
119306,0.0,2084N0400X
119307,0.0,2084P0800X
119308,0.0,2084P0800X
119309,0.0,2084P0800X
119310,0.0,2084N0400X
119311,0.0,2084P0800X
119312,1.0,2084P0800X
119313,0.0,2084P0800X
119314,0.0,2084P0800X
119315,1.0,2084N0400X
119316,1.0,363LF0000X
119317,1.0,207RR0500X
119318,0.0,2084P0804X
119319,1.0,207RG0100X
119320,0.0,2084N0400X
119321,0.0,2084P0800X
119322,0.0,2084P0800X
119323,1.0,2084P0800X
119324,1.0,2084P0800X
119325,0.0,2084P0800X
119326,1.0,2084P0800X
119327,1.0,2084P0800X
119328,1.0,2084P0800X
119329,1.0,2084N0400X
119330,0.0,2084P0800X
119331,1.0,2084N0400X
119332,1.0,2084N0400X
119333,0.0,2084P0800X
119334,1.0,2084P0800X
119335,0.0,363A00000X
119336,0.0,2084P0800X
119337,1.0,390200000X
119338,0.0,2084P0800X
119339,0.0,2084P0800X
119340,0.0,2084P0800X
119341,0.0,2084N0400X
119342,0.0,2084N0400X
119343,0.0,2084P0800X
119344,0.0,2084N0400X
119345,1.0,2084N0400X
119346,0.0,2084N0400X
119347,1.0,2084P0800X
119348,1.0,2084P0800X
119349,0.0,2084P0800X
119350,1.0,2084P0800X
119351,0.0,2084P0800X
119352,0.0,2084P0800X
119353,0.0,2084P0800X
119354,0.0,2084N0400X
119355,1.0,2084P0800X
119356,0.0,2084P0800X
119357,1.0,2084N0400X
119358,0.0,2084P0800X
119359,0.0,2084P0800X
119360,0.0,207Q00000X
119361,0.0,2084N0400X
119362,0.0,2084P0800X
119363,0.0,2084N0400X
119364,0.0,2084P0800X
119365,1.0,2084N0400X
119366,0.0,2084P0800X
119367,0.0,2084N0400X
119368,1.0,2084P0800X
119369,0.0,2084P0800X
119370,0.0,2084N0400X
119371,1.0,2084N0400X
119372,0.0,2084P0800X
119373,1.0,2084P0800X
119374,1.0,2084P0800X
119375,0.0,2084N0400X
119376,0.0,2084P0800X
119377,0.0,207Q00000X
119378,0.0,2084P0800X
119379,1.0,2084N0400X
119380,0.0,207R00000X
119381,0.0,2084N0400X
119382,0.0,2084P0800X
119383,0.0,2084N0400X
119384,0.0,2084P0800X
119385,1.0,2084P0800X
119386,0.0,2084N0400X
119387,1.0,2084P0800X
119388,0.0,2084P0800X
119389,0.0,2084P0800X
119390,0.0,2084N0400X
119391,0.0,2084N0400X
119392,0.0,2084P0800X
119393,1.0,207RG0100X
119394,0.0,2084N0400X
119395,0.0,2084P0800X
119396,1.0,2084P0800X
119397,0.0,207Q00000X
119398,0.0,2084P0800X
119399,1.0,2084P0800X
119400,1.0,2084P0800X
119401,0.0,2084P0800X
119402,0.0,2084N0400X
119403,0.0,2084P0800X
119404,1.0,2084P0800X
119405,0.0,2084P0800X
119406,0.0,2084P0800X
119407,0.0,207Q00000X
119408,0.0,2084P0800X
119409,0.0,2084P0800X
119410,0.0,2084P0800X
119411,1.0,2084N0400X
119412,1.0,2084P0800X
119413,0.0,2084P0800X
119414,0.0,207R00000X
119415,0.0,2084P0800X
119416,0.0,2084N0400X
119417,1.0,2084N0400X
119418,0.0,2084P0800X
119419,1.0,2084N0400X
119420,0.0,2084N0400X
119421,0.0,2084P0800X
119422,0.0,2084N0400X
119423,0.0,2084P0800X
119424,1.0,2084P0800X
119425,0.0,2084P0800X
119426,0.0,2084P0800X
119427,0.0,2084N0400X
119428,0.0,363A00000X
119429,0.0,2084P0800X
119430,0.0,2084P0800X
119431,0.0,2084N0400X
119432,1.0,2084N0400X
119433,1.0,207RG0100X
119434,0.0,2084N0400X
119435,1.0,2084P0800X
119436,0.0,2084P0800X
119437,0.0,2084N0400X
119438,0.0,2084N0400X
119439,1.0,2084N0400X
119440,0.0,2084P0800X
119441,0.0,2084N0400X
119442,0.0,2084P0800X
119443,0.0,2084N0400X
119444,0.0,2084P0800X
119445,0.0,2084P0800X
119446,0.0,2084P0800X
119447,0.0,2084N0400X
119448,1.0,207R00000X
119449,1.0,2084P0800X
119450,1.0,2084N0400X
119451,0.0,2084P0800X
119452,0.0,2084P0800X
119453,0.0,2084P0800X
119454,0.0,2084N0400X
119455,0.0,2084P0800X
119456,0.0,2084P0800X
119457,0.0,2084N0400X
119458,0.0,2084N0400X
119459,0.0,2084P0800X
119460,0.0,2084N0400X
119461,1.0,2084N0400X
119462,0.0,2084P0800X
119463,1.0,2085R0001X
119464,0.0,2084N0400X
119465,0.0,2084P0800X
119466,1.0,2084P0800X
119467,1.0,207RG0100X
119468,0.0,2084P0800X
119469,1.0,2084P0800X
119470,0.0,2084P0800X
119471,0.0,2084P0800X
119472,0.0,2084N0400X
119473,0.0,2084P0800X
119474,0.0,2084P0800X
119475,0.0,2084P0800X
119476,0.0,2084N0400X
119477,1.0,2084P0800X
119478,1.0,2084P0800X
119479,0.0,2084P0800X
119480,1.0,2084N0400X
119481,1.0,2084P0800X
119482,1.0,207RG0100X
119483,0.0,2084P0800X
119484,0.0,2084P0800X
119485,0.0,2084N0400X
119486,0.0,2084N0400X
119487,0.0,2084P0800X
119488,0.0,2084P0800X
119489,0.0,207R00000X
119490,0.0,2084P0800X
119491,0.0,2084N0400X
119492,0.0,2084P0800X
119493,1.0,2084P0800X
119494,0.0,2084P0800X
119495,0.0,2084P0800X
119496,0.0,2084P0800X
119497,0.0,2084N0400X
119498,1.0,2084P0800X
119499,0.0,2084P0800X
119500,0.0,2084P0800X
119501,0.0,2084P0800X
119502,1.0,2084P0800X
119503,0.0,2084N0400X
119504,0.0,2084P0800X
119505,1.0,2084N0400X
119506,0.0,2084P0800X
119507,0.0,2084P0800X
119508,0.0,2084P0800X
119509,0.0,2084N0400X
119510,0.0,2084N0400X
119511,1.0,2084P0800X
119512,0.0,2084N0400X
119513,1.0,2084P0800X
119514,0.0,2084P0800X
119515,1.0,2084N0400X
119516,0.0,2084P0800X
119517,1.0,2084N0400X
119518,0.0,207Q00000X
119519,0.0,2084N0400X
119520,0.0,2084P0800X
119521,1.0,2084N0400X
119522,0.0,2084P0800X
119523,1.0,2084N0400X
119524,1.0,2084P0800X
119525,1.0,207VG0400X
119526,1.0,2084P0800X
119527,1.0,2084N0400X
119528,0.0,2084P0800X
119529,1.0,207QS0010X
119530,0.0,2084P0800X
119531,0.0,2084P0800X
119532,1.0,2084N0400X
119533,0.0,2084P0800X
119534,0.0,2084N0400X
119535,1.0,2084P0800X
119536,0.0,2084P0800X
119537,0.0,2084P0800X
119538,0.0,2084N0400X
119539,0.0,207Q00000X
119540,1.0,2084P0800X
119541,0.0,2084N0400X
119542,1.0,2084P0800X
119543,0.0,2084P0800X
119544,0.0,2084N0400X
119545,0.0,2084P0800X
119546,0.0,2084N0400X
119547,0.0,2084P0800X
119548,0.0,2084P0800X
119549,0.0,2084P0800X
119550,0.0,2084P0800X
119551,1.0,2084P0800X
119552,1.0,2084P0800X
119553,0.0,2084P0800X
119554,0.0,2084P0800X
119555,0.0,2084P0800X
119556,1.0,2084P0800X
119557,0.0,2084P0800X
119558,1.0,2084P0800X
119559,0.0,363A00000X
119560,1.0,2084N0400X
119561,0.0,2084N0400X
119562,0.0,2084P0800X
119563,0.0,2084P0800X
119564,0.0,2084P0800X
119565,0.0,2084P0800X
119566,1.0,2084P0800X
119567,0.0,2084P0800X
119568,0.0,207Q00000X
119569,1.0,208000000X
119570,0.0,2084P0800X
119571,0.0,2084N0400X
119572,0.0,2084P0800X
119573,0.0,208000000X
119574,1.0,2084P0800X
119575,1.0,2084P0800X
119576,0.0,207R00000X
119577,0.0,2084P0800X
119578,1.0,2084P0800X
119579,1.0,2084P0800X
119580,0.0,2084P0800X
119581,1.0,2084P0800X
119582,1.0,207K00000X
119583,0.0,2084P0800X
119584,1.0,2084N0400X
119585,0.0,2084P0800X
119586,0.0,2084P0800X
119587,0.0,2255A2300X
119588,0.0,207Q00000X
119589,1.0,2084P0800X
119590,0.0,2084P0800X
119591,0.0,2084N0400X
119592,0.0,2084P0800X
119593,0.0,2084P0800X
119594,0.0,2084P0800X
119595,1.0,2084P0800X
119596,1.0,207RG0100X
119597,0.0,2084P0800X
119598,1.0,2084P0800X
119599,0.0,2084P0800X
119600,0.0,2084N0400X
119601,0.0,2084P0800X
119602,0.0,2084P0800X
119603,0.0,2084N0400X
119604,1.0,2084N0400X
119605,1.0,2084P0800X
119606,0.0,2084P0800X
119607,0.0,2084N0400X
119608,0.0,2084P0800X
119609,0.0,2084P0800X
119610,0.0,2084N0400X
119611,0.0,2084P0800X
119612,0.0,2084P0800X
119613,0.0,2084P0800X
119614,0.0,2084P0800X
119615,1.0,207Q00000X
119616,1.0,2084N0400X
119617,0.0,2084N0400X
119618,0.0,2084P0800X
119619,1.0,2084N0400X
119620,0.0,2084P0800X
119621,0.0,2084P0800X
119622,0.0,2084P0800X
119623,0.0,2084P0800X
119624,0.0,2084P0800X
119625,0.0,2084N0400X
119626,1.0,207Q00000X
119627,1.0,2085R0001X
119628,0.0,2084N0400X
119629,1.0,2084P0800X
119630,0.0,207R00000X
119631,1.0,2084P0800X
119632,1.0,2084P0800X
119633,0.0,2084P0800X
119634,1.0,2084N0400X
119635,1.0,207RG0100X
119636,0.0,2084P0800X
119637,0.0,2084P0800X
119638,0.0,2084P0800X
119639,0.0,2084P0800X
119640,0.0,2084P0800X
119641,0.0,2084P0800X
119642,0.0,2084N0400X
119643,1.0,2084P0800X
119644,0.0,2084P0800X
119645,1.0,2084P0800X
119646,0.0,2084N0400X
119647,0.0,2084P0800X
119648,1.0,2085R0001X
119649,1.0,207RG0100X
119650,0.0,2084N0400X
119651,0.0,2084P0800X
119652,1.0,2084P0800X
119653,0.0,2084N0400X
119654,0.0,2084N0400X
119655,0.0,207R00000X
119656,1.0,2084N0400X
119657,0.0,2084P0800X
119658,0.0,2084N0400X
119659,0.0,2084P0800X
119660,0.0,2084P0800X
119661,0.0,2084P0800X
119662,1.0,2084P0800X
119663,1.0,207Q00000X
119664,0.0,2084P0800X
119665,0.0,2084N0400X
119666,0.0,2084N0400X
119667,1.0,183500000X
119668,0.0,2084N0400X
119669,0.0,2084N0400X
119670,1.0,207RG0100X
119671,0.0,2084P0800X
119672,1.0,2084P0800X
119673,0.0,2084N0400X
119674,1.0,2084P0800X
119675,0.0,2084P0800X
119676,0.0,2084P0800X
119677,0.0,2084N0400X
119678,0.0,2084P0800X
119679,0.0,2084P0800X
119680,0.0,2084P0800X
119681,0.0,207Q00000X
119682,0.0,2084P0800X
119683,0.0,207RH0000X
119684,1.0,2084N0400X
119685,1.0,2084P0800X
119686,1.0,2084N0400X
119687,0.0,207RH0000X
119688,0.0,2084P0800X
119689,0.0,2084N0400X
119690,1.0,2084P0800X
119691,0.0,2084N0400X
119692,1.0,2084P0800X
119693,0.0,207Q00000X
119694,1.0,2084P0800X
119695,0.0,2084P0800X
119696,0.0,2084P0800X
119697,0.0,2084N0400X
119698,1.0,2084P0800X
119699,0.0,2084P0800X
119700,0.0,2084P0800X
119701,1.0,207RG0100X
119702,0.0,2084P0800X
119703,0.0,2084P0800X
119704,0.0,2084P0800X
119705,0.0,2084P0800X
119706,0.0,207R00000X
119707,0.0,2084P0800X
119708,0.0,2084P0800X
119709,0.0,2084P0800X
119710,1.0,2084N0400X
119711,1.0,2084P0800X
119712,0.0,2084P0800X
119713,0.0,2084P0800X
119714,0.0,2084P0800X
119715,0.0,2084N0400X
119716,0.0,2084P0800X
119717,0.0,207Q00000X
119718,0.0,2084P0800X
119719,1.0,2084P0800X
119720,1.0,2084P0800X
119721,0.0,2084P0800X
119722,0.0,2084N0400X
119723,0.0,207Q00000X
119724,0.0,2084N0400X
119725,0.0,2084P0800X
119726,0.0,2084P0800X
119727,0.0,2084P0800X
119728,1.0,2084N0400X
119729,0.0,2084P0800X
119730,0.0,2084N0400X
119731,0.0,2084N0400X
119732,0.0,2084P0800X
119733,0.0,2084N0400X
119734,0.0,2084P0800X
119735,1.0,2084P0800X
119736,0.0,2084P0800X
119737,0.0,2084P0800X
119738,0.0,2084N0400X
119739,0.0,2084P0800X
119740,0.0,2084P0800X
119741,0.0,2084N0400X
119742,1.0,2084P0800X
119743,0.0,2084P0800X
119744,0.0,2084N0400X
119745,0.0,2084P0800X
119746,0.0,2084P0800X
119747,0.0,207Q00000X
119748,0.0,2084P0800X
119749,0.0,2084P0800X
119750,0.0,2084P0800X
119751,0.0,2084P0800X
119752,0.0,2084P0800X
119753,0.0,2084P0800X
119754,1.0,2084P0800X
119755,0.0,2084P0800X
119756,1.0,208000000X
119757,1.0,2084N0400X
119758,0.0,207R00000X
119759,0.0,2084P0800X
119760,1.0,2084P0800X
119761,1.0,207Q00000X
119762,0.0,2084P0800X
119763,0.0,2084P0800X
119764,0.0,2084P0800X
119765,0.0,2084P0800X
119766,0.0,2084P0800X
119767,0.0,207Q00000X
119768,1.0,2084P0800X
119769,1.0,2084N0400X
119770,0.0,2084P0800X
119771,1.0,2085R0001X
119772,1.0,2085R0001X
119773,0.0,207R00000X
119774,1.0,2084N0400X
119775,1.0,2084N0400X
119776,0.0,2084P0800X
119777,0.0,2084N0400X
119778,1.0,207RG0100X
119779,0.0,2084N0400X
119780,1.0,2084P0800X
119781,0.0,2084P0800X
119782,0.0,207R00000X
119783,0.0,2084P0800X
119784,1.0,207Q00000X
119785,0.0,2084P0800X
119786,1.0,2084P0800X
119787,1.0,2084P0800X
119788,0.0,2084P0800X
119789,1.0,207RG0100X
119790,0.0,2084P0800X
119791,0.0,2084P0800X
119792,0.0,2084P0800X
119793,1.0,208000000X
119794,0.0,2084P0800X
119795,0.0,2084P0800X
119796,0.0,2084N0400X
119797,0.0,2084P0800X
119798,1.0,2084P0800X
119799,1.0,2084P0800X
119800,0.0,2084P0800X
119801,0.0,2084P0800X
119802,0.0,2084P0800X
119803,0.0,2084P0800X
119804,0.0,2084P0800X
119805,0.0,2084P0800X
119806,1.0,2084N0400X
119807,0.0,2084P0800X
119808,0.0,2084P0800X
119809,0.0,2084P0800X
119810,1.0,2084P0800X
119811,0.0,2084P0800X
119812,0.0,2084P0800X
119813,1.0,2084P0800X
119814,0.0,2084P0800X
119815,0.0,2084P0800X
119816,0.0,2084N0400X
119817,0.0,207W00000X
119818,0.0,2084P0800X
119819,0.0,2084P0800X
119820,1.0,2084N0400X
119821,0.0,2084N0400X
119822,0.0,207RP1001X
119823,1.0,2084N0400X
119824,1.0,207Q00000X
119825,1.0,2084N0400X
119826,0.0,2084P0800X
119827,0.0,2084P0800X
119828,0.0,2084P0800X
119829,0.0,2084P0800X
119830,1.0,207N00000X
119831,0.0,2084N0400X
119832,0.0,2084P0800X
119833,0.0,2084P0800X
119834,0.0,2084P0800X
119835,0.0,2084N0400X
119836,1.0,2084N0400X
119837,0.0,2084N0400X
119838,1.0,2084P0800X
119839,1.0,207RG0100X
119840,0.0,2084P0800X
119841,0.0,2084P0800X
119842,0.0,2084P0800X
119843,1.0,207RG0100X
119844,0.0,207Q00000X
119845,0.0,2084N0400X
119846,0.0,2084P0800X
119847,0.0,2084P0800X
119848,0.0,2084P0800X
119849,0.0,2084P0800X
119850,1.0,2084P0800X
119851,0.0,2084P0800X
119852,0.0,207W00000X
119853,0.0,174400000X
119854,0.0,2084N0400X
119855,0.0,2084P0800X
119856,0.0,2084N0400X
119857,0.0,2084P0800X
119858,0.0,2084P0800X
119859,0.0,2084N0400X
119860,0.0,2084P0800X
119861,1.0,207RG0100X
119862,0.0,2084N0400X
119863,0.0,2084P0800X
119864,0.0,2084P0800X
119865,0.0,207Q00000X
119866,1.0,2084P0800X
119867,1.0,2084N0400X
119868,0.0,2084N0400X
119869,1.0,207Q00000X
119870,0.0,2084P0800X
119871,1.0,2084N0400X
119872,0.0,2084N0400X
119873,0.0,2084N0400X
119874,0.0,2084P0800X
119875,0.0,2084N0400X
119876,1.0,2084P0800X
119877,1.0,2084P0800X
119878,0.0,2084P0800X
119879,1.0,2084P0800X
119880,0.0,2084P0800X
119881,1.0,2084P0800X
119882,1.0,207P00000X
119883,1.0,2084P0800X
119884,0.0,207RP1001X
119885,1.0,2084P0800X
119886,0.0,2084P0800X
119887,0.0,2084P0800X
119888,1.0,2084P0800X
119889,0.0,2084P0800X
119890,0.0,2084N0400X
119891,0.0,2084P0800X
119892,1.0,2084P0800X
119893,0.0,2084P0800X
119894,0.0,2084P0800X
119895,0.0,2084P0800X
119896,1.0,2084N0400X
119897,0.0,207Q00000X
119898,0.0,2084P0800X
119899,0.0,2084N0400X
119900,0.0,2084P0800X
119901,0.0,2084P0800X
119902,0.0,2084P0800X
119903,0.0,2084P0800X
119904,0.0,2084P0800X
119905,0.0,2084P0800X
119906,0.0,2084P0800X
119907,0.0,207Q00000X
119908,0.0,207Q00000X
119909,0.0,2084P0800X
119910,0.0,2084N0400X
119911,0.0,2084P0800X
119912,0.0,2084P0800X
119913,0.0,2084N0400X
119914,0.0,2084N0400X
119915,0.0,2084P0800X
119916,1.0,2084P0800X
119917,0.0,2084P0800X
119918,0.0,2084P0800X
119919,0.0,2084P0800X
119920,0.0,2084P0800X
119921,1.0,2084N0400X
119922,0.0,2084P0800X
119923,0.0,2084P0800X
119924,0.0,2084P0800X
119925,0.0,2084P0800X
119926,0.0,2084P0800X
119927,0.0,2084P0800X
119928,1.0,2085R0001X
119929,0.0,2084P0800X
119930,0.0,2084P0800X
119931,0.0,2084P0800X
119932,1.0,2084N0400X
119933,1.0,2084N0400X
119934,0.0,2084P0800X
119935,0.0,2084P0800X
119936,0.0,2084P0804X
119937,0.0,2084N0400X
119938,0.0,2084N0400X
119939,0.0,2084P0800X
119940,0.0,2084P0800X
119941,0.0,2084N0400X
119942,1.0,2084N0400X
119943,0.0,2084P0800X
119944,1.0,2084P0800X
119945,1.0,2084P0800X
119946,1.0,2085R0001X
119947,0.0,2084P0800X
119948,1.0,2084P0800X
119949,1.0,2084N0400X
119950,0.0,207Q00000X
119951,0.0,2084N0400X
119952,0.0,2084P0800X
119953,0.0,2084P0800X
119954,1.0,2084N0400X
119955,1.0,2084P0800X
119956,0.0,2084P0800X
119957,0.0,2084P0800X
119958,1.0,2084P0800X
119959,0.0,2084P0800X
119960,0.0,2084P0800X
119961,1.0,2084P0800X
119962,0.0,2084N0400X
119963,0.0,2084P0800X
119964,0.0,2084P0800X
119965,0.0,2084P0800X
119966,1.0,2084P0800X
119967,0.0,2084N0400X
119968,0.0,2084P0800X
119969,0.0,2084P0800X
119970,0.0,2084P0800X
119971,0.0,2084P0800X
119972,0.0,2084N0600X
119973,0.0,2084N0400X
119974,1.0,2084N0400X
119975,1.0,2084N0400X
119976,0.0,2084P0800X
119977,1.0,207Q00000X
119978,0.0,2084P0800X
119979,0.0,2084P0800X
119980,0.0,2084N0400X
119981,1.0,2084N0400X
119982,0.0,2084P0800X
119983,0.0,2084P0800X
119984,1.0,2084P0800X
119985,1.0,2084P0800X
119986,0.0,2084P0800X
119987,1.0,2084P0800X
119988,0.0,2084P0800X
119989,0.0,2084P0800X
119990,0.0,207Q00000X
119991,0.0,2084N0400X
119992,1.0,2084P0800X
119993,0.0,2084P0800X
119994,0.0,2084P0800X
119995,0.0,207R00000X
119996,1.0,208000000X
119997,0.0,2084P0800X
119998,1.0,2084P0800X
119999,0.0,207Q00000X
120000,0.0,2084P0800X
120001,0.0,2084P0800X
120002,0.0,2084N0400X
120003,0.0,2084P0800X
120004,1.0,2084N0400X
120005,1.0,207Q00000X
120006,0.0,363A00000X
120007,0.0,2084P0800X
120008,0.0,2084P0800X
120009,0.0,2084N0400X
120010,0.0,2084P0800X
120011,0.0,2084P0800X
120012,0.0,2084P0800X
120013,0.0,207Q00000X
120014,0.0,2084P0800X
120015,1.0,2084P0800X
120016,1.0,2084P0800X
120017,0.0,2084P0800X
120018,1.0,207RG0100X
120019,0.0,2084P0800X
120020,0.0,2084P0800X
120021,0.0,2084N0400X
120022,0.0,2084P0800X
120023,1.0,207RG0100X
120024,0.0,2084P0800X
120025,0.0,2084P0800X
120026,0.0,2084P0800X
120027,0.0,2084P0800X
120028,0.0,2084P0800X
120029,0.0,2084P0800X
120030,0.0,2084P0800X
120031,0.0,207Q00000X
120032,0.0,2084P0800X
120033,1.0,2084N0400X
120034,0.0,2084P0800X
120035,0.0,2084N0400X
120036,0.0,2084P0800X
120037,0.0,2084P0800X
120038,1.0,2084P0800X
120039,1.0,2084P0800X
120040,0.0,2084P0800X
120041,0.0,2084P0800X
120042,1.0,2084P0800X
120043,1.0,2084P0800X
120044,0.0,2084P0800X
120045,0.0,2084P0800X
120046,0.0,2084P0800X
120047,0.0,2084N0400X
120048,0.0,2084P0800X
120049,0.0,2084P0800X
120050,1.0,2084P0800X
120051,1.0,207R00000X
120052,0.0,2084P0800X
120053,0.0,390200000X
120054,1.0,2084P0800X
120055,0.0,2084P0800X
120056,0.0,2084P0800X
120057,0.0,2084P0800X
120058,1.0,2084N0400X
120059,0.0,207R00000X
120060,0.0,2084P0800X
120061,0.0,2084N0400X
120062,0.0,207Q00000X
120063,0.0,2084P0800X
120064,1.0,2084P0800X
120065,1.0,2084N0400X
120066,0.0,207Q00000X
120067,0.0,2084N0400X
120068,0.0,2084P0800X
120069,0.0,207R00000X
120070,0.0,2084P0800X
120071,1.0,2084P0800X
120072,1.0,2084P0800X
120073,1.0,2084P0800X
120074,0.0,207R00000X
120075,0.0,2084N0400X
120076,0.0,2084N0400X
120077,0.0,2084P0800X
120078,0.0,2084N0400X
120079,1.0,2084P0800X
120080,1.0,2084P0800X
120081,1.0,2084P0800X
120082,0.0,2084N0400X
120083,0.0,2084P0800X
120084,0.0,2084P0800X
120085,0.0,2084P0800X
120086,0.0,2084N0400X
120087,1.0,207QA0505X
120088,1.0,2084P0800X
120089,0.0,2084P0800X
120090,0.0,2084P0800X
120091,1.0,207Q00000X
120092,0.0,2084P0800X
120093,0.0,2084P0800X
120094,1.0,2084N0400X
120095,0.0,2084P0800X
120096,1.0,207RG0100X
120097,0.0,207Q00000X
120098,0.0,207Q00000X
120099,0.0,2084P0800X
120100,1.0,2084P0800X
120101,0.0,2084N0400X
120102,0.0,2084P0800X
120103,1.0,2084N0400X
120104,0.0,2084P0800X
120105,1.0,2084N0400X
120106,0.0,2084P0800X
120107,1.0,2084P0800X
120108,0.0,207Q00000X
120109,0.0,2084P0800X
120110,1.0,2084N0400X
120111,1.0,2084P0800X
120112,1.0,207RG0100X
120113,0.0,207RH0000X
120114,0.0,2084P0800X
120115,1.0,2084N0400X
120116,0.0,2084P0800X
120117,0.0,2084P0800X
120118,0.0,2084P0800X
120119,1.0,2084P0800X
120120,0.0,2084P0800X
120121,1.0,2084P0800X
120122,1.0,2084P0800X
120123,0.0,207Q00000X
120124,0.0,2084P0800X
120125,0.0,2084N0400X
120126,0.0,2084N0400X
120127,0.0,2084N0400X
120128,1.0,2084N0400X
120129,1.0,2084P0800X
120130,0.0,2084P0800X
120131,0.0,2084P0800X
120132,1.0,2084P0800X
120133,0.0,2084P0800X
120134,1.0,2084P0800X
120135,0.0,2084N0400X
120136,0.0,2084P0800X
120137,1.0,2084P0800X
120138,0.0,2084N0400X
120139,0.0,2084P0800X
120140,1.0,2084P0800X
120141,1.0,2084N0400X
120142,0.0,2084P0800X
120143,0.0,2084P0800X
120144,0.0,2084N0400X
120145,0.0,2084P0800X
120146,0.0,2084P0800X
120147,1.0,2084N0400X
120148,0.0,2084P0800X
120149,1.0,2084P0800X
120150,0.0,2084P0800X
120151,0.0,207Q00000X
120152,0.0,2084P0800X
120153,0.0,2084P0800X
120154,1.0,2084N0400X
120155,0.0,2084P0800X
120156,1.0,207RG0100X
120157,0.0,2084P0800X
120158,1.0,2084P0800X
120159,0.0,2084P0800X
120160,0.0,2084P0800X
120161,0.0,2084P0800X
120162,0.0,2084N0400X
120163,1.0,2084N0400X
120164,1.0,2084P0800X
120165,0.0,2084P0800X
120166,1.0,2084P0800X
120167,0.0,2084N0400X
120168,0.0,2084P0800X
120169,1.0,2084N0400X
120170,1.0,2084N0400X
120171,1.0,2084P0800X
120172,0.0,2084P0800X
120173,1.0,2084P0800X
120174,0.0,2084P0800X
120175,1.0,2084P0800X
120176,0.0,2084P0800X
120177,1.0,2084P0800X
120178,0.0,2084N0400X
120179,0.0,2084N0400X
120180,0.0,207R00000X
120181,0.0,2084N0400X
120182,0.0,2084P0800X
120183,0.0,207Q00000X
120184,1.0,2084P0800X
120185,1.0,2084N0400X
120186,0.0,2084P0800X
120187,0.0,2084P0800X
120188,0.0,2084P0800X
120189,0.0,2084P0800X
120190,0.0,2084N0400X
120191,0.0,2084P0800X
120192,0.0,207Q00000X
120193,0.0,2084P0800X
120194,0.0,2084N0400X
120195,0.0,2084P0800X
120196,1.0,2084P0800X
120197,1.0,2084N0400X
120198,0.0,2084P0800X
120199,0.0,2084P0800X
120200,0.0,2084P0800X
120201,0.0,2084P0800X
120202,0.0,2084P0800X
120203,0.0,2084P0800X
120204,0.0,2084P0800X
